ARK | Intel® Product Specification Comparison
01/25/2024 11:25:01 AM
 ,Intel® Core™ i7-860S Processor ,Intel® Celeron® Processor T3500 ,Intel® Celeron® Processor E3500 ,Intel® Pentium® Processor E5500 ,Intel® Pentium® Processor E5700 ,Intel® Pentium® Processor E5800 ,Intel® Pentium® Processor E6700 ,Intel® Pentium® Processor E6800 ,Intel® Core™ i5-750S Processor ,Intel® Pentium® Processor T4500 ,Intel Atom® Processor D510 ,Intel® Core™ i7-840QM Processor ,Intel® Core™ i7-940XM Processor Extreme Edition ,Intel® Pentium® Processor G6950 ,Intel® Itanium® Processor 9310 ,Intel® Itanium® Processor 9320 ,Intel® Itanium® Processor 9340 ,Intel® Itanium® Processor 9350 ,Intel Atom® Processor D410 ,Intel® Core™ i3-350M Processor ,Intel® Core™ i5-430M Processor ,Intel® Core™ i5-540M Processor ,Intel® Core™ i5-650 Processor ,Intel® Core™ i5-660 Processor ,Intel® Core™ i5-661 Processor ,Intel® Core™ i5-670 Processor ,Intel® Core™ i7-620LM Processor ,Intel® Core™ i7-620M Processor ,Intel® Core™ i7-620UM Processor ,Intel® Core™ i7-640LM Processor ,Intel® Core™ i3-530 Processor ,Intel® Core™ i3-540 Processor ,Intel® Pentium® Processor G6960 ,Intel® Core™ i5-520M Processor ,Intel® Celeron® Processor P4500 ,Intel® Core™ i5-520UM Processor ,Intel® Xeon® Processor L3406 ,Intel® Xeon® Processor EC5509 ,Intel® Xeon® Processor LC5518 ,Intel® Celeron® Processor P1053 ,Intel® Core™ i3-330M Processor ,Intel® Core™ i7-640UM Processor ,Intel® Xeon® Processor X5680 ,Intel® Xeon® Processor W3680 ,Intel® Xeon® Processor W3670 ,Intel® Xeon® Processor X5667 ,Intel® Xeon® Processor X5670 ,Intel® Xeon® Processor X5660 ,Intel® Xeon® Processor X5650 ,Intel® Xeon® Processor E5640 ,Intel® Xeon® Processor E5630 ,Intel® Xeon® Processor E5620 ,Intel® Xeon® Processor L5640 ,Intel® Xeon® Processor L5630 ,Intel® Xeon® Processor L5609 ,Intel® Xeon® Processor X5677 ,Intel® Core™ i7-980X Processor Extreme Edition ,Intel® Core™ i7-970 Processor ,Intel® Core™ i7-620LE Processor ,Intel® Core™ i7-620UE Processor ,Intel® Core™ i5-520E Processor ,Intel® Core™ i7-610E Processor ,Intel® Core™ i3-330E Processor ,Intel® Celeron® Processor P4505 ,Intel® Core™ i5-760 Processor ,Intel® Core™ i7-870S Processor ,Intel® Core™ i7-875K Processor ,Intel® Core™ i7-880 Processor ,Intel® Xeon® Processor X3480 ,Intel® Core™ i5-680 Processor ,Intel® Core™ i3-550 Processor ,Intel® Core™ i5-655K Processor ,Intel® Xeon® Processor L5638 ,Intel® Xeon® Processor L5618 ,Intel® Xeon® Processor E5645 ,Intel® Core™ i3-370M Processor ,Intel® Core™ i3-330UM Processor ,Intel® Core™ i5-450M Processor ,Intel® Core™ i5-430UM Processor ,Intel® Core™ i7-740QM Processor ,Intel® Pentium® Processor P6000 ,Intel® Pentium® Processor U5400 ,Intel® Celeron® Processor U3400 ,Intel® Core™ i7-660UM Processor ,Intel® Core™ i5-540UM Processor ,Intel Atom® Processor D425 ,Intel Atom® Processor D525 ,Intel Atom® Processor N455 ,Intel Atom® Processor N475 ,Intel® Core™ i5-580M Processor ,Intel® Core™ i5-560M Processor ,Intel® Core™ i7-660LM Processor ,Intel® Core™ i7-680UM Processor ,Intel® Core™ i5-560UM Processor ,Intel® Core™ i7-640M Processor ,Intel Atom® Processor Z560 ,Intel® Core™ i5-470UM Processor ,Intel® Core™ i3-380UM Processor ,Intel® Pentium® Processor U5600 ,Intel® Celeron® Processor U3600 ,Intel® Core™ i7-2720QM Processor ,Intel® Core™ i5-2540M Processor ,Intel Atom® Processor N550 ,Intel® Pentium® Processor P6100 ,Intel® Pentium® Processor P6200 ,Intel® Core™ i3-560 Processor ,Intel® Core™ i3-380M Processor ,Intel® Core™ i5-460M Processor ,Intel® Pentium® Processor P6300 ,Intel® Core™ i5-2300 Processor ,Intel® Core™ i5-2400 Processor ,Intel® Core™ i5-2400S Processor ,Intel® Core™ i5-2500 Processor ,Intel® Core™ i5-2500K Processor ,Intel® Core™ i5-2500S Processor ,Intel® Core™ i5-2500T Processor ,Intel® Core™ i7-2600 Processor ,Intel® Core™ i7-2600K Processor ,Intel® Core™ i7-2600S Processor ,Intel® Core™ i7-2630QM Processor ,Intel® Core™ i3-2310M Processor ,Intel® Core™ i5-2410M Processor ,Intel® Core™ i7-2820QM Processor ,Intel® Core™ i5-2520M Processor ,Intel® Core™ i7-2620M Processor ,Intel® Core™ i7-2920XM Processor Extreme Edition ,Intel® Celeron® Processor P4600 ,Intel Atom® Processor E620 ,Intel Atom® Processor E620T ,Intel Atom® Processor E640 ,Intel Atom® Processor E640T ,Intel Atom® Processor E660 ,Intel Atom® Processor E660T ,Intel Atom® Processor E680 ,Intel Atom® Processor E680T ,Intel® Xeon® Processor X5690 ,Intel® Xeon® Processor X5675 ,Intel® Xeon® Processor X5687 ,Intel® Xeon® Processor X5672 ,Intel® Xeon® Processor X5647 ,Intel® Xeon® Processor E5649 ,Intel® Xeon® Processor E5607 ,Intel® Xeon® Processor E5606 ,Intel® Xeon® Processor E5603 ,Intel® Core™ i7-990X Processor Extreme Edition ,Intel® Xeon® Processor W3690 ,Intel® Core™ i5-480M Processor ,Intel® Core™ i3-390M Processor ,Intel® Xeon® Processor E3-1220L ,Intel® Core™ i3-2100 Processor ,Intel® Core™ i3-2100T Processor ,Intel® Core™ i3-2102 Processor ,Intel® Core™ i3-2120 Processor ,Intel® Core™ i3-2312M Processor ,Intel® Core™ i5-2390T Processor ,Intel® Core™ i5-2510E Processor ,Intel® Core™ i7-2635QM Processor ,Intel® Core™ i7-2710QE Processor ,Intel® Pentium® Processor G620 ,Intel® Pentium® Processor G620T ,Intel® Pentium® Processor G622 ,Intel® Pentium® Processor G840 ,Intel® Pentium® Processor G850 ,Intel® Xeon® Processor E7-2803 ,Intel® Xeon® Processor E7-4807 ,Intel® Xeon® Processor E7-2860 ,Intel® Xeon® Processor E7-4860 ,Intel® Xeon® Processor E7-8860 ,Intel® Xeon® Processor E7-2850 ,Intel® Xeon® Processor E7-4850 ,Intel® Xeon® Processor E7-8850 ,Intel® Xeon® Processor E7-8837 ,Intel® Xeon® Processor E7-8867L ,Intel® Xeon® Processor E7-2870 ,Intel® Xeon® Processor E7-4870 ,Intel® Xeon® Processor E7-8870 ,Intel® Xeon® Processor E7-2820 ,Intel® Xeon® Processor E7-2830 ,Intel® Xeon® Processor E7-4820 ,Intel® Xeon® Processor E7-4830 ,Intel® Xeon® Processor E7-8830 ,Intel® Celeron® Processor ULV 763 ,Intel® Celeron® Processor 925 ,Intel Atom® Processor E645C ,Intel Atom® Processor E645CT ,Intel Atom® Processor E665C ,Intel Atom® Processor E665CT ,Intel® Core™ i7-2629M Processor ,Intel® Core™ i7-2649M Processor ,Intel® Core™ i7-2657M Processor ,Intel® Core™ i7-2617M Processor ,Intel® Core™ i5-2537M Processor ,Intel® Core™ i7-2655LE Processor ,Intel® Core™ i3-2310E Processor ,Intel® Core™ i7-2715QE Processor ,Intel® Core™ i7-2610UE Processor ,Intel® Core™ i5-2515E Processor ,Intel® Core™ i3-2105 Processor ,Intel Atom® Processor N570 ,Intel® Celeron® Processor B810 
Launch Date,Q1'10,Q3'10,Q3'10,Q2'10,Q3'10,Q4'10,Q2'10,Q3'10,Q1'10,Q1'10,Q1'10,Q3'10,Q3'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'11,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q3'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q3'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q1'10,Q3'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q1'10,Q1'10,Q1'10,Q3'10,Q2'10,Q2'10,Q2'10,Q3'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q2'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q2'10,Q4'10,Q4'10,Q1'11,Q1'11,Q1'11,Q1'11,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q3'10,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q2'11,Q1'11,Q1'11,Q2'11,Q1'11,Q2'11,Q1'11,Q1'11,Q1'11,Q1'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q1'11,Q1'11,Q4'10,Q4'10,Q4'10,Q4'10,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q1'11,Q2'11,Q1'11,Q1'11
Servicing Status,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime
Embedded Options Available,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
Expected Discontinuance,,,,,,,,,,,,,,,Q2'2014,Q2'2014,Q2'2014,Q2'2014,,,,,,,,,,,,,,,,,,,Q4'12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4'12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2'2012,,Q1'2013,Q1'13,Q1'13,Q1'13,Q1'13,,Q1'2013,Q1'2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3'2013,Q2'2012,Q3'2013,,,Q3'2013,,,,Q3'2013,Q2'2012,Q3'2013,Q2'2012,,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,Q3'2015,,,,,,,,,,,,,,,,,Q4'2012,,
End of Servicing Updates Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,,,,,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,,,,,,,,,,,,,,,,,,,,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,,,,,Tuesday |  December 31 |  2019,,Tuesday |  December 31 |  2019

Memory Specifications
Max Memory Size (dependent on memory type),16 GB,,,,,,,,16 GB,,4 GB,8 GB,8 GB,16.38 GB,,,,,4 GB,8 GB,8 GB,8 GB,16.38 GB,16.38 GB,16.38 GB,16.6 GB,8 GB,8 GB,8 GB,8 GB,16.38 GB,16.38 GB,16.38 GB,8.3 GB,8 GB,8 GB,16.38 GB,,,,8 GB,8 GB,288 GB,24 GB,24 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,24 GB,24 GB,8.79 GB,8.79 GB,8.79 GB,8.79 GB,8.79 GB,8 GB,16 GB,16 GB,16 GB,16 GB,32 GB,16.6 GB,16.38 GB,16.38 GB,,,288 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,4 GB,4 GB,2 GB,2 GB,8 GB,8 GB,8 GB,8 GB,8 GB,8 GB,,8 GB,8 GB,8 GB,8 GB,32 GB,16 GB,2 GB,8 GB,8 GB,16.38 GB,8 GB,8 GB,8 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,32 GB,16 GB,16 GB,16 GB,32 GB,16 GB,16 GB,32 GB,8 GB,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,2 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,288 GB,24 GB,24 GB,8 GB,8 GB,32 GB,32 GB,32 GB,32 GB,32 GB,16 GB,32 GB,16.6 GB,16 GB,16.6 GB,32 GB,32 GB,32 GB,32 GB,32 GB,1 TB,2 TB,1 TB,2 TB,4 TB,1 TB,2 TB,4 TB,4 TB,4 TB,1 TB,2 TB,4 TB,1 TB,1 TB,2 TB,2 TB,4 TB,,,2.93 GB,2.93 GB,2.93 GB,2.93 GB,8.01 GB,8.01 GB,8.01 GB,8.01 GB,8.01 GB,16.6 GB,16.6 GB,16.6 GB,16.6 GB,16.6 GB,32 GB,2 GB,16.6 GB
Memory Types,DDR3 1066/1333,,,,,,,,DDR3 1066/1333,,DDR2 667/800,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066,,,,,DDR2 667/800,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 800/1066,DDR3 800/1066,DDR3 800,DDR3 800/1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066,DDR3 800/1066,DDR3 800/1066,DDR3 800,DDR3 1066,,,DDR3 800,DDR3 800/1066,DDR3 800,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066/1333,DDR3 1066,DDR3 800/1066,DDR3 800/1066,DDR3 800,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 800/1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,,,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800,DDR3 800/1066,DDR3 800,DDR3 1066/1333,DDR3 800/1066,DDR3 800,DDR3 800,DDR3 800,DDR3 800,DDR3 800 (SODIMM only); DDR2 667/800,DDR3 800 (SODIMM only); DDR2 667/800,DDR2/3,DDR2/3,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 800,DDR3 800,DDR3 800/1066,,DDR3 800,DDR3 800,DDR3 800,DDR3 800,DDR3 1066/1333/1600,DDR3 1066/1333,DDR3,DDR3 800/1066,DDR3 800/1066,DDR3 1066/1333,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333/1600,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333/1600,DDR3 800/1066,DDR2 800,DDR2 800,DDR2 800,DDR2 800,DDR2 800,DDR2 800,DDR2 800,DDR2 800,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800/1066,DDR3 800/1066,DDR3 1066,DDR3 800/1066/1333,DDR3 800/1066,DDR3 800/1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333/1600,DDR3 1066,DDR3 1066,DDR3 1066,DDR3 1066/1333,DDR3 1066/1333,DDR3 800/978/1066/1333 (Max Speed 800 MHz),DDR3 800/978/1066/1333 (Max Speed 800 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),DDR3 800/978/1066/1333 (Max Speed 1066 MHz),,,DDR2 800,DDR2 800,DDR2 800,DDR2 800,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333/1600,DDR3 1066/1333,DDR3 1066/1333,DDR3 1066/1333,DDR3,DDR3 1066/1333
Max # of Memory Channels,2,,,,,,,,2,,1,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2
Max Memory Bandwidth,21 GB/s,,,,,,,,21 GB/s,,6.4 GB/s,21 GB/s,21 GB/s,17 GB/s,,,,,6.4 GB/s,17.1 GB/s,17.1 GB/s,17.1 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,17.1 GB/s,17.1 GB/s,12.8 GB/s,17.1 GB/s,21 GB/s,21 GB/s,17 GB/s,17.1 GB/s,17.1 GB/s,12.8 GB/s,17 GB/s,,,,17.1 GB/s,12.8 GB/s,32 GB/s,32 GB/s,25.6 GB/s,32 GB/s,32 GB/s,32 GB/s,32 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,32 GB/s,25.6 GB/s,25.6 GB/s,32 GB/s,25.6 GB/s,25.6 GB/s,17.1 GB/s,12.8 GB/s,17.1 GB/s,17.1 GB/s,17.1 GB/s,17.1 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,,,32 GB/s,17.1 GB/s,12.8 GB/s,17.1 GB/s,12.8 GB/s,21 GB/s,17.1 GB/s,12.8 GB/s,12.8 GB/s,12.8 GB/s,12.8 GB/s,6.4 GB/s,6.4 GB/s,,,17.1 GB/s,17.1 GB/s,17.1 GB/s,12.8 GB/s,12.8 GB/s,17.1 GB/s,,12.8 GB/s,12.8 GB/s,12.8 GB/s,12.8 GB/s,25.6 GB/s,21.3 GB/s,,17.1 GB/s,17.1 GB/s,21 GB/s,17.1 GB/s,17.1 GB/s,17.1 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,25.6 GB/s,21.3 GB/s,21.3 GB/s,25.6 GB/s,17.1 GB/s,,,,,,,,,32 GB/s,32 GB/s,32 GB/s,32 GB/s,25.6 GB/s,32 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,25.6 GB/s,32 GB/s,17.1 GB/s,17.1 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21 GB/s,21.3 GB/s,21 GB/s,21.3 GB/s,21.3 GB/s,,17 GB/s,17 GB/s,17 GB/s,21 GB/s,21 GB/s,,,,,,,,,,,,,,,,,,,,,,,,,21.3 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,21.3 GB/s,,21.3 GB/s,,,21.3 GB/s,21 GB/s,,21.3 GB/s
