ARK | Intel® Product Specification Comparison
01/25/2024 11:24:49 AM
 ,Intel® Pentium® Processor G6951 ,Intel Atom® Processor Z600 ,Intel Atom® Processor Z615 ,Intel Atom® Processor Z625 ,Intel® Xeon® Processor E3-1220 ,Intel® Xeon® Processor E3-1225 ,Intel® Xeon® Processor E3-1230 ,Intel® Xeon® Processor E3-1235 ,Intel® Xeon® Processor E3-1240 ,Intel® Xeon® Processor E3-1245 ,Intel® Xeon® Processor E3-1260L ,Intel® Xeon® Processor E3-1270 ,Intel® Xeon® Processor E3-1275 ,Intel® Xeon® Processor E3-1280 ,Intel® Celeron® Processor G530 ,Intel® Celeron® Processor G530T ,Intel® Celeron® Processor G540 ,Intel® Celeron® Processor G540T ,Intel® Celeron® Processor G550 ,Intel® Core™ i3-2120T Processor ,Intel® Core™ i3-2130 Processor ,Intel® Core™ i3-2330E Processor ,Intel® Core™ i3-2330M Processor ,Intel® Core™ i3-2350M Processor ,Intel® Core™ i3-2370M Processor ,Intel® Core™ i5-2310 Processor ,Intel® Core™ i5-2320 Processor ,Intel® Core™ i5-2430M Processor ,Intel® Core™ i5-2450M Processor ,Intel® Core™ i7-2640M Processor ,Intel® Core™ i7-2670QM Processor ,Intel® Core™ i7-2675QM Processor ,Intel® Core™ i7-2760QM Processor ,Intel® Core™ i7-2860QM Processor ,Intel® Core™ i7-2960XM Processor Extreme Edition ,Intel® Pentium® Processor G630 ,Intel® Pentium® Processor G630T ,Intel® Pentium® Processor G632 ,Intel® Pentium® Processor G640 ,Intel® Pentium® Processor G640T ,Intel® Pentium® Processor G860 ,Intel® Pentium® Processor G870 ,Intel® Core™ i7-2677M Processor ,Intel® Core™ i7-2637M Processor ,Intel® Core™ i5-2557M Processor ,Intel® Core™ i3-2357M Processor ,Intel® Core™ i3-2340UE Processor ,Intel® Core™ i3-2377M Processor ,Intel® Core™ i5-2405S Processor ,Intel® Xeon® Processor E3-1290 ,Intel® Pentium® Processor B940 ,Intel® Pentium® Processor B950 ,Intel® Pentium® Processor 957 ,Intel Atom® Processor Z670 ,Intel Atom® Processor Z650 ,Intel® Celeron® Processor B810E ,Intel® Celeron® Processor 847E ,Intel® Celeron® Processor 827E ,Intel® Celeron® Processor 847 ,Intel® Core™ i5-2467M Processor ,Intel® Core™ i7-980 Processor ,Intel® Celeron® Processor G440 ,Intel Atom® Processor N2600 ,Intel Atom® Processor N2800 ,Intel® Core™ i3-2125 Processor ,Intel® Celeron® Processor B710 ,Intel® Celeron® Processor B800 ,Intel® Celeron® Processor 787 ,Intel® Celeron® Processor 857 ,Intel Atom® Processor D2500 ,Intel Atom® Processor D2700 ,Intel® Core™ i3-2367M Processor ,Intel® Celeron® Processor B840 ,Intel® Pentium® Processor 967 ,Intel® Pentium® Processor B960 ,Intel® Core™ i5-2435M Processor ,Intel® Core™ i7-2700K Processor ,Intel® Xeon® Processor E5-2648L ,Intel® Xeon® Processor E5-2658 ,Intel® Celeron® Processor 807UE ,Intel® Core™ i7-3960X Processor Extreme Edition ,Intel® Core™ i7-3930K Processor ,Intel® Core™ i7-3820 Processor ,Intel® Celeron® Processor G460 ,Intel® Pentium® Processor B970 ,Intel® Pentium® Processor 977 ,Intel® Celeron® Processor 797 ,Intel® Celeron® Processor 867 ,Intel® Celeron® Processor B815 ,Intel® Celeron® Processor B720 ,Intel® Xeon® Processor E5-2687W ,Intel® Xeon® Processor E5-2680 ,Intel® Xeon® Processor E5-2660 ,Intel® Xeon® Processor E5-2650L ,Intel® Xeon® Processor E5-2630L ,Intel® Xeon® Processor E5-2643 ,Intel® Xeon® Processor E5-2609 ,Intel® Xeon® Processor E5-2667 ,Intel® Xeon® Processor E5-2650 ,Intel® Xeon® Processor E5-2640 ,Intel® Xeon® Processor E5-2603 ,Intel® Xeon® Processor E5-2630 ,Intel® Xeon® Processor E5-2620 ,Intel® Xeon® Processor E5-2670 ,Intel® Xeon® Processor E5-2690 ,Intel® Xeon® Processor E5-2665 ,Intel® Xeon® Processor E5-2637 ,Intel® Xeon® Processor E5-1650 ,Intel® Xeon® Processor E5-4610 ,Intel® Xeon® Processor E5-4640 ,Intel® Xeon® Processor E5-4607 ,Intel® Xeon® Processor E5-4650L ,Intel® Xeon® Processor E5-4620 ,Intel® Xeon® Processor E5-4617 ,Intel® Xeon® Processor E5-4603 ,Intel® Xeon® Processor E5-2450L ,Intel® Xeon® Processor E5-2450 ,Intel® Xeon® Processor E5-2440 ,Intel® Xeon® Processor E5-2430L ,Intel® Xeon® Processor E5-2407 ,Intel® Xeon® Processor E5-2403 ,Intel® Xeon® Processor E5-2430 ,Intel® Xeon® Processor E5-2420 ,Intel® Xeon® Processor E5-1660 ,Intel® Xeon® Processor E5-1620 ,Intel® Xeon® Processor E5-4650 ,Intel® Xeon® Processor E5-2470 ,Intel® Core™ i5-2450P Processor ,Intel® Core™ i5-2380P Processor ,Intel® Core™ i7-3920XM Processor Extreme Edition ,Intel® Core™ i7-3820QM Processor ,Intel® Core™ i7-3720QM Processor ,Intel® Core™ i7-3520M Processor ,Intel® Core™ i5-3360M Processor ,Intel® Core™ i5-3320M Processor ,Intel® Core™ i7-3667U Processor ,Intel® Core™ i7-3610QM Processor ,Intel® Core™ i7-3615QM Processor ,Intel® Core™ i7-3612QM Processor ,Intel® Core™ i5-3427U Processor ,Intel Atom® Processor D2550 ,Intel® Core™ i5-3450 Processor ,Intel® Core™ i5-3450S Processor ,Intel® Core™ i5-3475S Processor ,Intel® Core™ i5-3550 Processor ,Intel® Core™ i5-3550S Processor ,Intel® Core™ i5-3570K Processor ,Intel® Core™ i5-3570T Processor ,Intel® Core™ i7-3770K Processor ,Intel® Core™ i7-3770S Processor ,Intel® Core™ i7-3770T Processor ,Intel® Core™ i5-2550K Processor ,Intel® Core™ i3-3217UE Processor ,Intel® Core™ i3-3217U Processor ,Intel® Core™ i3-3120ME Processor ,Intel® Core™ i3-3110M Processor ,Intel® Core™ i5-3570S Processor ,Intel® Core™ i5-3570 Processor ,Intel® Core™ i5-3470T Processor ,Intel® Core™ i5-3610ME Processor ,Intel® Core™ i5-3317U Processor ,Intel® Core™ i5-3210M Processor ,Intel® Core™ i7-3615QE Processor ,Intel® Core™ i7-3612QE Processor ,Intel® Core™ i7-3610QE Processor ,Intel® Core™ i7-3555LE Processor ,Intel® Core™ i7-3517UE Processor ,Intel® Core™ i7-3517U Processor ,Intel® Core™ i7-3770 Processor ,Intel® Xeon® Processor E3-1290 v2 ,Intel® Xeon® Processor E3-1280 v2 ,Intel® Xeon® Processor E3-1275 v2 ,Intel® Xeon® Processor E3-1270 v2 ,Intel® Xeon® Processor E3-1265L v2 ,Intel® Xeon® Processor E3-1245 v2 ,Intel® Xeon® Processor E3-1240 v2 ,Intel® Xeon® Processor E3-1230 v2 ,Intel® Xeon® Processor E3-1225 v2 ,Intel® Xeon® Processor E3-1220 v2 ,Intel® Xeon® Processor E3-1220L v2 ,Intel® Pentium® Processor 1405 ,Intel® Xeon® Processor E5-1428L ,Intel® Pentium® Processor G860T ,Intel® Xeon® Processor E5-2448L ,Intel® Xeon® Processor E5-2428L ,Intel® Xeon® Processor E5-2418L ,Intel® Celeron® Processor 877 ,Intel® Celeron® Processor B820 ,Intel® Core™ i5-3210M Processor ,Intel® Core™ i7-3612QM Processor ,Intel® Celeron® Processor 807 ,Intel® Core™ i5-3470S Processor ,Intel® Core™ i5-3470 Processor ,Intel® Xeon® Processor E3-1125C ,Intel® Xeon® Processor E3-1105C ,Intel® Core™ i3-2115C Processor ,Intel® Pentium® Processor B915C ,Intel® Celeron® Processor 725C ,Intel® Pentium® Processor B980 ,Intel Atom® Processor Z2460 
Marketing Status,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued
Launch Date,Q3'11,Q2'10,Q2'10,Q2'10,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q3'11,Q3'11,Q3'11,Q2'12,Q2'12,Q3'11,Q3'11,Q2'11,Q2'11,Q4'11,Q1'12,Q2'11,Q3'11,Q4'11,Q1'12,Q4'11,Q4'11,Q4'11,Q4'11,Q4'11,Q4'11,Q3'11,Q3'11,Q3'11,Q2'12,Q2'12,Q3'11,Q2'12,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'12,Q2'11,Q3'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q2'11,Q3'11,Q2'11,Q2'11,Q2'11,Q3'11,Q4'11,Q4'11,Q3'11,Q3'11,Q2'11,Q3'11,Q3'11,Q3'11,Q3'11,Q4'11,Q3'11,Q4'11,Q4'11,Q4'11,Q4'11,Q1'12,Q1'12,Q4'11,Q4'11,Q4'11,Q1'12,Q4'11,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q1'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q1'12,Q1'12,Q2'12,Q2'12,Q1'12,Q1'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q1'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q1'12,Q3'12,Q2'12,Q3'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q3'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12,Q2'12
Servicing Status,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,,,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,,,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Updates,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Lifetime,End of Servicing Updates,
Embedded Options Available,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
End of Servicing Updates Date,,,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,,,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,Tuesday |  December 31 |  2019,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  June 30 |  2020,Tuesday |  December 31 |  2019,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  June 30 |  2020,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,Tuesday |  December 31 |  2019,
Expected Discontinuance,,,,,,,,,,,,,,,Q3'2013,Q3'2013,Q3'2013,Q3'2013,,Q3'2013,Q3'2013,,,,,Q1'2013,Q1'2013,,,,,,,,,Q3'13,Q3'2013,,Q3'2013,Q3'2013,Q3'2013,Q3'2013,,,,,,,Q1'2013,,,,,,,,,,,,,Q3'2012,,,Q3'2013,,,,,,,,,,,,Q1'2013,Q1'19,Q1'19,,,,,Q3'2013,,,,,,,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,,Q2'15,Q2'15,Q2'15,Q2'15,Q2'15,Q1'13,Q1'2013,,,,,,,,,,,,,,,,,,,,,,,Q1'13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2'15,Q3'2013,Q2'19,Q2'19,Q2'19,,,,,,,,,,,,,,7/4/14
Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This product includes VT-d support only on the C2 stepping. Stepping information can be viewed via the menu on the left.,This product includes VT-d support only on the C2 stepping. Stepping information can be viewed via the menu on the left.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECC support on BGA package only,,,,,ECC memory support only on BGA package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Included Items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please note: The boxed product does not include a fan or heat sink,Please note: The boxed product does not include a fan or heat sink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supply Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,Discontinued,,,,,,,,,,,,,,,,,,,,
Product Brief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Memory Specifications
